"train/global_step","translategemma-4b-darija-en-v5 - train/loss","translategemma-4b-darija-en-v5 - train/loss__MIN","translategemma-4b-darija-en-v5 - train/loss__MAX","translategemma-4b-darija-en-v5 - _step","translategemma-4b-darija-en-v5 - _step__MIN","translategemma-4b-darija-en-v5 - _step__MAX"
"420","0.8013969421386719","0.8013969421386719","0.8013969421386719","95","95","95"
"425","0.7354494571685791","0.7354494571685791","0.7354494571685791","96","96","96"
"430","0.7036896705627441","0.7036896705627441","0.7036896705627441","97","97","97"
"435","0.7555039405822754","0.7555039405822754","0.7555039405822754","98","98","98"
"440","0.8223785400390625","0.8223785400390625","0.8223785400390625","99","99","99"
"445","0.7777498245239258","0.7777498245239258","0.7777498245239258","100","100","100"
"450","0.7504240989685058","0.7504240989685058","0.7504240989685058","102","102","102"
"455","0.7447548389434815","0.7447548389434815","0.7447548389434815","103","103","103"
"460","0.7786539554595947","0.7786539554595947","0.7786539554595947","104","104","104"
"465","0.7149855136871338","0.7149855136871338","0.7149855136871338","105","105","105"
"470","0.7435364723205566","0.7435364723205566","0.7435364723205566","106","106","106"
"475","0.7122223854064942","0.7122223854064942","0.7122223854064942","107","107","107"
"480","0.7432828903198242","0.7432828903198242","0.7432828903198242","108","108","108"
"485","0.7694506645202637","0.7694506645202637","0.7694506645202637","109","109","109"
"490","0.7722243785858154","0.7722243785858154","0.7722243785858154","110","110","110"
"495","0.7177400112152099","0.7177400112152099","0.7177400112152099","111","111","111"
"500","0.7401551723480224","0.7401551723480224","0.7401551723480224","113","113","113"
"505","0.7209854602813721","0.7209854602813721","0.7209854602813721","114","114","114"
"510","0.7093549728393554","0.7093549728393554","0.7093549728393554","115","115","115"
"515","0.7014689445495605","0.7014689445495605","0.7014689445495605","116","116","116"
"520","0.7332358360290527","0.7332358360290527","0.7332358360290527","117","117","117"
"525","0.756251859664917","0.756251859664917","0.756251859664917","118","118","118"
"530","0.7607879638671875","0.7607879638671875","0.7607879638671875","119","119","119"
"535","0.7038334846496582","0.7038334846496582","0.7038334846496582","120","120","120"
"540","0.7401062488555908","0.7401062488555908","0.7401062488555908","121","121","121"
"545","0.6800302982330322","0.6800302982330322","0.6800302982330322","122","122","122"
"550","0.6854398250579834","0.6854398250579834","0.6854398250579834","124","124","124"
"555","0.7102590560913086","0.7102590560913086","0.7102590560913086","125","125","125"
"560","0.698314094543457","0.698314094543457","0.698314094543457","126","126","126"
"565","0.6881072521209717","0.6881072521209717","0.6881072521209717","127","127","127"
"570","0.6620713233947754","0.6620713233947754","0.6620713233947754","128","128","128"
"575","0.6701539039611817","0.6701539039611817","0.6701539039611817","129","129","129"
"580","0.733793306350708","0.733793306350708","0.733793306350708","130","130","130"
"585","0.7289080142974853","0.7289080142974853","0.7289080142974853","131","131","131"
"590","0.6862730503082275","0.6862730503082275","0.6862730503082275","132","132","132"
"595","0.7193332195281983","0.7193332195281983","0.7193332195281983","133","133","133"
"600","0.7908374309539795","0.7908374309539795","0.7908374309539795","135","135","135"
"605","0.6695489883422852","0.6695489883422852","0.6695489883422852","136","136","136"
"610","0.7351730823516845","0.7351730823516845","0.7351730823516845","137","137","137"
"615","0.7163814067840576","0.7163814067840576","0.7163814067840576","138","138","138"
"620","0.7329687118530274","0.7329687118530274","0.7329687118530274","139","139","139"
"625","0.7280480861663818","0.7280480861663818","0.7280480861663818","140","140","140"
"630","0.7019726276397705","0.7019726276397705","0.7019726276397705","141","141","141"
"635","0.6577701091766357","0.6577701091766357","0.6577701091766357","142","142","142"
"640","0.6983993530273438","0.6983993530273438","0.6983993530273438","143","143","143"
"645","0.7051002502441406","0.7051002502441406","0.7051002502441406","144","144","144"
"650","0.7219512462615967","0.7219512462615967","0.7219512462615967","146","146","146"
"655","0.6737137794494629","0.6737137794494629","0.6737137794494629","147","147","147"
"660","0.7453322887420655","0.7453322887420655","0.7453322887420655","148","148","148"
"665","0.6340547561645508","0.6340547561645508","0.6340547561645508","149","149","149"
"670","0.7121834754943848","0.7121834754943848","0.7121834754943848","150","150","150"
"675","0.734624719619751","0.734624719619751","0.734624719619751","151","151","151"
"680","0.7191866397857666","0.7191866397857666","0.7191866397857666","152","152","152"
"685","0.6824970722198487","0.6824970722198487","0.6824970722198487","153","153","153"
"690","0.7127992153167725","0.7127992153167725","0.7127992153167725","154","154","154"
"695","0.6827110290527344","0.6827110290527344","0.6827110290527344","155","155","155"
"700","0.659169864654541","0.659169864654541","0.659169864654541","157","157","157"
"705","0.6678975105285645","0.6678975105285645","0.6678975105285645","158","158","158"
"710","0.7121654033660889","0.7121654033660889","0.7121654033660889","159","159","159"
"715","0.7069529056549072","0.7069529056549072","0.7069529056549072","160","160","160"
"720","0.7263116836547852","0.7263116836547852","0.7263116836547852","161","161","161"
"725","0.680901050567627","0.680901050567627","0.680901050567627","162","162","162"
"730","0.6967881679534912","0.6967881679534912","0.6967881679534912","163","163","163"
"735","0.6761584281921387","0.6761584281921387","0.6761584281921387","164","164","164"
"740","0.7305443763732911","0.7305443763732911","0.7305443763732911","165","165","165"
"745","0.688519287109375","0.688519287109375","0.688519287109375","166","166","166"
"750","0.7144978046417236","0.7144978046417236","0.7144978046417236","168","168","168"
"755","0.6971696853637696","0.6971696853637696","0.6971696853637696","169","169","169"
"760","0.6771089553833007","0.6771089553833007","0.6771089553833007","170","170","170"
"765","0.707569694519043","0.707569694519043","0.707569694519043","171","171","171"
"770","0.6356861114501953","0.6356861114501953","0.6356861114501953","172","172","172"
"775","0.6294564247131348","0.6294564247131348","0.6294564247131348","173","173","173"
"780","0.6505455017089844","0.6505455017089844","0.6505455017089844","174","174","174"
"785","0.6740971565246582","0.6740971565246582","0.6740971565246582","175","175","175"
"790","0.6878669261932373","0.6878669261932373","0.6878669261932373","176","176","176"
"795","0.668863582611084","0.668863582611084","0.668863582611084","177","177","177"
"800","0.6466440677642822","0.6466440677642822","0.6466440677642822","179","179","179"
"805","0.6651828289031982","0.6651828289031982","0.6651828289031982","180","180","180"
"810","0.6621793270111084","0.6621793270111084","0.6621793270111084","181","181","181"
"815","0.6623212814331054","0.6623212814331054","0.6623212814331054","182","182","182"
"820","0.6948060989379883","0.6948060989379883","0.6948060989379883","183","183","183"
"825","0.6734467506408691","0.6734467506408691","0.6734467506408691","184","184","184"
"830","0.6216052532196045","0.6216052532196045","0.6216052532196045","185","185","185"
"835","0.6994829177856445","0.6994829177856445","0.6994829177856445","186","186","186"
"840","0.6696120738983155","0.6696120738983155","0.6696120738983155","187","187","187"
"845","0.6480741500854492","0.6480741500854492","0.6480741500854492","188","188","188"
"850","0.6686972141265869","0.6686972141265869","0.6686972141265869","190","190","190"
"855","0.672873592376709","0.672873592376709","0.672873592376709","191","191","191"
"860","0.6856606960296631","0.6856606960296631","0.6856606960296631","192","192","192"
"865","0.6528263568878174","0.6528263568878174","0.6528263568878174","193","193","193"
"870","0.6659259796142578","0.6659259796142578","0.6659259796142578","194","194","194"
"875","0.6565378189086915","0.6565378189086915","0.6565378189086915","195","195","195"
"880","0.6944209098815918","0.6944209098815918","0.6944209098815918","196","196","196"
"885","0.679328727722168","0.679328727722168","0.679328727722168","197","197","197"
"890","0.7042383670806884","0.7042383670806884","0.7042383670806884","198","198","198"
"895","0.6569234371185303","0.6569234371185303","0.6569234371185303","199","199","199"
"900","0.6463557243347168","0.6463557243347168","0.6463557243347168","201","201","201"
"905","0.6711262702941895","0.6711262702941895","0.6711262702941895","202","202","202"
"910","0.7330716133117676","0.7330716133117676","0.7330716133117676","203","203","203"
"915","0.6222249031066894","0.6222249031066894","0.6222249031066894","204","204","204"
"920","0.6371491432189942","0.6371491432189942","0.6371491432189942","205","205","205"
"925","0.6390811443328858","0.6390811443328858","0.6390811443328858","206","206","206"
"930","0.695689582824707","0.695689582824707","0.695689582824707","207","207","207"
"935","0.6564345359802246","0.6564345359802246","0.6564345359802246","208","208","208"
"940","0.6464169502258301","0.6464169502258301","0.6464169502258301","209","209","209"
"945","0.6859573364257813","0.6859573364257813","0.6859573364257813","210","210","210"
"950","0.6383067607879639","0.6383067607879639","0.6383067607879639","212","212","212"
"955","0.6302511692047119","0.6302511692047119","0.6302511692047119","213","213","213"
"960","0.6694371223449707","0.6694371223449707","0.6694371223449707","214","214","214"
"965","0.6441142082214355","0.6441142082214355","0.6441142082214355","215","215","215"
"970","0.6156734943389892","0.6156734943389892","0.6156734943389892","216","216","216"
"975","0.7050115585327148","0.7050115585327148","0.7050115585327148","217","217","217"
"980","0.6426378726959229","0.6426378726959229","0.6426378726959229","218","218","218"
"985","0.5992562770843506","0.5992562770843506","0.5992562770843506","219","219","219"
"990","0.656465721130371","0.656465721130371","0.656465721130371","220","220","220"
"995","0.5945137977600098","0.5945137977600098","0.5945137977600098","221","221","221"
"1000","0.6412066459655762","0.6412066459655762","0.6412066459655762","223","223","223"
"1005","0.703435754776001","0.703435754776001","0.703435754776001","225","225","225"
"1010","0.6638447761535644","0.6638447761535644","0.6638447761535644","226","226","226"
"1015","0.636925220489502","0.636925220489502","0.636925220489502","227","227","227"
"1020","0.6367688655853272","0.6367688655853272","0.6367688655853272","228","228","228"
"1025","0.6636473178863526","0.6636473178863526","0.6636473178863526","229","229","229"
"1030","0.6598156452178955","0.6598156452178955","0.6598156452178955","230","230","230"
"1035","0.6038715362548828","0.6038715362548828","0.6038715362548828","231","231","231"
"1040","0.6686489105224609","0.6686489105224609","0.6686489105224609","232","232","232"
"1045","0.6635363101959229","0.6635363101959229","0.6635363101959229","233","233","233"
"1050","0.6429697513580322","0.6429697513580322","0.6429697513580322","235","235","235"
"1055","0.6700984477996826","0.6700984477996826","0.6700984477996826","236","236","236"
"1060","0.6845299243927002","0.6845299243927002","0.6845299243927002","237","237","237"
"1065","0.6199352741241455","0.6199352741241455","0.6199352741241455","238","238","238"
"1070","0.6007692337036132","0.6007692337036132","0.6007692337036132","239","239","239"
"1075","0.6402760505676269","0.6402760505676269","0.6402760505676269","240","240","240"
"1080","0.5797377586364746","0.5797377586364746","0.5797377586364746","241","241","241"
"1085","0.6366303920745849","0.6366303920745849","0.6366303920745849","242","242","242"
"1090","0.6024432182312012","0.6024432182312012","0.6024432182312012","243","243","243"
"1095","0.6959441184997559","0.6959441184997559","0.6959441184997559","244","244","244"
"1100","0.6745774745941162","0.6745774745941162","0.6745774745941162","246","246","246"
"1105","0.6419367790222168","0.6419367790222168","0.6419367790222168","247","247","247"
"1110","0.6253880500793457","0.6253880500793457","0.6253880500793457","248","248","248"
"1115","0.5879471778869629","0.5879471778869629","0.5879471778869629","249","249","249"
"1120","0.681149959564209","0.681149959564209","0.681149959564209","250","250","250"
"1125","0.6904879093170166","0.6904879093170166","0.6904879093170166","251","251","251"
"1130","0.6116727828979492","0.6116727828979492","0.6116727828979492","252","252","252"
"1135","0.6316778659820557","0.6316778659820557","0.6316778659820557","253","253","253"
"1140","0.6811513423919677","0.6811513423919677","0.6811513423919677","254","254","254"
"1145","0.5816142082214355","0.5816142082214355","0.5816142082214355","255","255","255"
"1150","0.5939974308013916","0.5939974308013916","0.5939974308013916","257","257","257"
"1155","0.5932729721069336","0.5932729721069336","0.5932729721069336","258","258","258"
"1160","0.6181052207946778","0.6181052207946778","0.6181052207946778","259","259","259"
"1165","0.670351219177246","0.670351219177246","0.670351219177246","260","260","260"
"1170","0.661972951889038","0.661972951889038","0.661972951889038","261","261","261"
"1175","0.5797072887420655","0.5797072887420655","0.5797072887420655","262","262","262"
"1180","0.6069782257080079","0.6069782257080079","0.6069782257080079","263","263","263"
"1185","0.6129827499389648","0.6129827499389648","0.6129827499389648","264","264","264"
"1190","0.6548166275024414","0.6548166275024414","0.6548166275024414","265","265","265"
"1195","0.6604334831237793","0.6604334831237793","0.6604334831237793","266","266","266"
"1200","0.607406759262085","0.607406759262085","0.607406759262085","268","268","268"
"1205","0.6465280055999756","0.6465280055999756","0.6465280055999756","269","269","269"
"1210","0.6735954284667969","0.6735954284667969","0.6735954284667969","270","270","270"
"1215","0.6181288242340088","0.6181288242340088","0.6181288242340088","271","271","271"
"1220","0.6262565612792969","0.6262565612792969","0.6262565612792969","272","272","272"
"1225","0.5863855838775635","0.5863855838775635","0.5863855838775635","273","273","273"
"1230","0.633626651763916","0.633626651763916","0.633626651763916","274","274","274"
"1235","0.6722050666809082","0.6722050666809082","0.6722050666809082","275","275","275"
"1240","0.6469581604003907","0.6469581604003907","0.6469581604003907","276","276","276"
"1245","0.6264216899871826","0.6264216899871826","0.6264216899871826","277","277","277"
"1250","0.6162751674652099","0.6162751674652099","0.6162751674652099","279","279","279"
"1255","0.6906614303588867","0.6906614303588867","0.6906614303588867","280","280","280"
"1260","0.6562359809875489","0.6562359809875489","0.6562359809875489","281","281","281"
"1265","0.6843097686767579","0.6843097686767579","0.6843097686767579","282","282","282"
"1270","0.6326426506042481","0.6326426506042481","0.6326426506042481","283","283","283"
"1275","0.6603795051574707","0.6603795051574707","0.6603795051574707","284","284","284"
"1280","0.6557668209075928","0.6557668209075928","0.6557668209075928","285","285","285"
"1285","0.6463053226470947","0.6463053226470947","0.6463053226470947","286","286","286"
"1290","0.6428101062774658","0.6428101062774658","0.6428101062774658","287","287","287"
"1295","0.5813591957092286","0.5813591957092286","0.5813591957092286","288","288","288"
"1300","0.6170186996459961","0.6170186996459961","0.6170186996459961","290","290","290"
"1305","0.6322540283203125","0.6322540283203125","0.6322540283203125","291","291","291"
"1310","0.6163503170013428","0.6163503170013428","0.6163503170013428","292","292","292"
"1315","0.5993814945220948","0.5993814945220948","0.5993814945220948","293","293","293"
"1320","0.6292563915252686","0.6292563915252686","0.6292563915252686","294","294","294"
"1325","0.6456706523895264","0.6456706523895264","0.6456706523895264","295","295","295"
"1330","0.5710833549499512","0.5710833549499512","0.5710833549499512","296","296","296"
"1335","0.6514084815979004","0.6514084815979004","0.6514084815979004","297","297","297"
"1340","0.6315745353698731","0.6315745353698731","0.6315745353698731","298","298","298"
"1345","0.5956605434417724","0.5956605434417724","0.5956605434417724","299","299","299"
"1350","0.6039706707000733","0.6039706707000733","0.6039706707000733","301","301","301"
"1355","0.6362298965454102","0.6362298965454102","0.6362298965454102","302","302","302"
"1360","0.6037959098815918","0.6037959098815918","0.6037959098815918","303","303","303"
"1365","0.6373217105865479","0.6373217105865479","0.6373217105865479","304","304","304"
"1370","0.6690982818603516","0.6690982818603516","0.6690982818603516","305","305","305"
"1375","0.5913924217224121","0.5913924217224121","0.5913924217224121","306","306","306"
"1380","0.6283232688903808","0.6283232688903808","0.6283232688903808","307","307","307"
"1385","0.6295697212219238","0.6295697212219238","0.6295697212219238","308","308","308"
"1390","0.6585808277130127","0.6585808277130127","0.6585808277130127","309","309","309"
"1395","0.5695042133331298","0.5695042133331298","0.5695042133331298","310","310","310"
"1400","0.6110494613647461","0.6110494613647461","0.6110494613647461","312","312","312"
"1405","0.6268040657043457","0.6268040657043457","0.6268040657043457","313","313","313"
"1410","0.6297265529632569","0.6297265529632569","0.6297265529632569","314","314","314"
"1415","0.635586166381836","0.635586166381836","0.635586166381836","315","315","315"
"1420","0.6392959594726563","0.6392959594726563","0.6392959594726563","316","316","316"
"1425","0.5983108043670654","0.5983108043670654","0.5983108043670654","317","317","317"
"1430","0.6309361457824707","0.6309361457824707","0.6309361457824707","318","318","318"
"1435","0.6352657318115235","0.6352657318115235","0.6352657318115235","319","319","319"
"1440","0.6289864540100097","0.6289864540100097","0.6289864540100097","320","320","320"
"1445","0.6208335876464843","0.6208335876464843","0.6208335876464843","321","321","321"
"1450","0.6081321239471436","0.6081321239471436","0.6081321239471436","323","323","323"
"1455","0.5878168106079101","0.5878168106079101","0.5878168106079101","324","324","324"
"1460","0.6186494350433349","0.6186494350433349","0.6186494350433349","325","325","325"
"1465","0.6607382774353028","0.6607382774353028","0.6607382774353028","326","326","326"
"1470","0.6014995098114013","0.6014995098114013","0.6014995098114013","327","327","327"
"1475","0.6711416244506836","0.6711416244506836","0.6711416244506836","328","328","328"
"1480","0.5982795238494873","0.5982795238494873","0.5982795238494873","329","329","329"
"1485","0.611144733428955","0.611144733428955","0.611144733428955","330","330","330"
"1490","0.6222059249877929","0.6222059249877929","0.6222059249877929","331","331","331"
"1495","0.5934403419494629","0.5934403419494629","0.5934403419494629","332","332","332"
"1500","0.6207291126251221","0.6207291126251221","0.6207291126251221","334","334","334"
"1505","0.5975386619567871","0.5975386619567871","0.5975386619567871","335","335","335"
"1510","0.6188920497894287","0.6188920497894287","0.6188920497894287","336","336","336"
"1515","0.6739748477935791","0.6739748477935791","0.6739748477935791","337","337","337"
"1520","0.6082712650299072","0.6082712650299072","0.6082712650299072","338","338","338"
"1525","0.6301151275634765","0.6301151275634765","0.6301151275634765","339","339","339"
"1530","0.5753808975219726","0.5753808975219726","0.5753808975219726","340","340","340"
"1535","0.623694372177124","0.623694372177124","0.623694372177124","341","341","341"
"1540","0.5815077781677246","0.5815077781677246","0.5815077781677246","342","342","342"
"1545","0.6253031730651856","0.6253031730651856","0.6253031730651856","343","343","343"
"1550","0.599339485168457","0.599339485168457","0.599339485168457","345","345","345"
"1555","0.6121689796447753","0.6121689796447753","0.6121689796447753","346","346","346"
"1560","0.6039772510528565","0.6039772510528565","0.6039772510528565","347","347","347"
"1565","0.5406202793121337","0.5406202793121337","0.5406202793121337","348","348","348"
"1570","0.5867925643920898","0.5867925643920898","0.5867925643920898","349","349","349"
"1575","0.6074747085571289","0.6074747085571289","0.6074747085571289","350","350","350"
"1580","0.5790953159332275","0.5790953159332275","0.5790953159332275","351","351","351"
"1585","0.59526047706604","0.59526047706604","0.59526047706604","352","352","352"
"1590","0.560440969467163","0.560440969467163","0.560440969467163","353","353","353"
"1595","0.6354181289672851","0.6354181289672851","0.6354181289672851","354","354","354"
"1600","0.6393754005432128","0.6393754005432128","0.6393754005432128","356","356","356"
"1605","0.5644015312194824","0.5644015312194824","0.5644015312194824","357","357","357"
"1610","0.5748352527618408","0.5748352527618408","0.5748352527618408","358","358","358"
"1615","0.5691569328308106","0.5691569328308106","0.5691569328308106","359","359","359"
"1620","0.6068161010742188","0.6068161010742188","0.6068161010742188","360","360","360"
"1625","0.594315481185913","0.594315481185913","0.594315481185913","361","361","361"
"1630","0.6288841247558594","0.6288841247558594","0.6288841247558594","362","362","362"
"1635","0.5957260131835938","0.5957260131835938","0.5957260131835938","363","363","363"
"1640","0.6176524639129639","0.6176524639129639","0.6176524639129639","364","364","364"
"1645","0.5636289119720459","0.5636289119720459","0.5636289119720459","365","365","365"
"1650","0.5858021259307862","0.5858021259307862","0.5858021259307862","367","367","367"
"1655","0.6026809215545654","0.6026809215545654","0.6026809215545654","368","368","368"
"1660","0.6067427158355713","0.6067427158355713","0.6067427158355713","369","369","369"
"1665","0.577083969116211","0.577083969116211","0.577083969116211","370","370","370"
"1670","0.5820613861083984","0.5820613861083984","0.5820613861083984","371","371","371"
"1675","0.5806725025177002","0.5806725025177002","0.5806725025177002","372","372","372"
"1680","0.5705575942993164","0.5705575942993164","0.5705575942993164","373","373","373"
"1685","0.6233224868774414","0.6233224868774414","0.6233224868774414","374","374","374"
"1690","0.5651627540588379","0.5651627540588379","0.5651627540588379","375","375","375"
"1695","0.5811422824859619","0.5811422824859619","0.5811422824859619","376","376","376"
"1700","0.5851377964019775","0.5851377964019775","0.5851377964019775","378","378","378"
"1705","0.6532242774963379","0.6532242774963379","0.6532242774963379","379","379","379"
"1710","0.5780465126037597","0.5780465126037597","0.5780465126037597","380","380","380"
"1715","0.5536962985992432","0.5536962985992432","0.5536962985992432","381","381","381"
"1720","0.5786254405975342","0.5786254405975342","0.5786254405975342","382","382","382"
"1725","0.5707038879394531","0.5707038879394531","0.5707038879394531","383","383","383"
"1730","0.6231932163238525","0.6231932163238525","0.6231932163238525","384","384","384"
"1735","0.5651939392089844","0.5651939392089844","0.5651939392089844","385","385","385"
"1740","0.6000575542449951","0.6000575542449951","0.6000575542449951","386","386","386"
"1745","0.6210332393646241","0.6210332393646241","0.6210332393646241","387","387","387"
"1750","0.5944733142852783","0.5944733142852783","0.5944733142852783","389","389","389"
"1755","0.5889832019805908","0.5889832019805908","0.5889832019805908","390","390","390"
"1760","0.5898812294006348","0.5898812294006348","0.5898812294006348","391","391","391"
"1765","0.5927862167358399","0.5927862167358399","0.5927862167358399","392","392","392"
"1770","0.6563798427581787","0.6563798427581787","0.6563798427581787","393","393","393"
"1775","0.5596345424652099","0.5596345424652099","0.5596345424652099","394","394","394"
"1780","0.6640926361083984","0.6640926361083984","0.6640926361083984","395","395","395"
"1785","0.5888852596282959","0.5888852596282959","0.5888852596282959","396","396","396"
"1790","0.5767387866973877","0.5767387866973877","0.5767387866973877","397","397","397"
"1795","0.6165928363800048","0.6165928363800048","0.6165928363800048","398","398","398"
"1800","0.5399057388305664","0.5399057388305664","0.5399057388305664","400","400","400"
"1805","0.591950798034668","0.591950798034668","0.591950798034668","401","401","401"
"1810","0.5374793529510498","0.5374793529510498","0.5374793529510498","402","402","402"
"1815","0.57902512550354","0.57902512550354","0.57902512550354","403","403","403"
"1820","0.6088782787322998","0.6088782787322998","0.6088782787322998","404","404","404"
"1825","0.5216153144836426","0.5216153144836426","0.5216153144836426","405","405","405"
